sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,reach,rohs,head_width,min_thread_length,finish,fastener_strength_grade_class,thread_pitch
0244FA00018,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,8 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A111,"91287A111 M4 x 8 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00018,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00019,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,10 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A112,"91287A112 M4 x 10 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00019,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00020,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,12 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A113,"91287A113 M4 x 12 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00020,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00245,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,14 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A551,"91287A551 M4 x 14 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00245,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,,Compliant,7 mm,,,,0.7 mm
0244FA00021,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,16 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A115,"91287A115 M4 x 16 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00021,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA01297,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,18 mm,Fully Threaded,DIN 933,Metric,2.8 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A541,92800A541 M4 x 18 mm DIN 933 18-8 Stainless Steel Hex Head Screws,0244FA01297,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00022,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,20 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A116,"91287A116 M4 x 20 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00022,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00023,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,25 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A117,"91287A117 M4 x 25 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00023,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00024,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A118,"91287A118 M4 x 30 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00024,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00011,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,35 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A051,"91287A051 M4 x 35 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00011,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00012,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A053,"91287A053 M4 x 40 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00012,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00013,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A055,"91287A055 M4 x 45 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00013,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00014,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A057,"91287A057 M4 x 50 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00014,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00015,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,60 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A060,"91287A060 M4 x 60 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00015,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00255,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,70 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A710,"91287A710 M4 x 70 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00255,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
0244FA00016,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,6 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A081,"91287A081 M5 x 6 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00016,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,,,,0.8 mm
0244FA00025,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,8 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A119,"91287A119 M5 x 8 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00025,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,,,,0.8 mm
0244FA00026,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,10 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A121,"91287A121 M5 x 10 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00026,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00027,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,12 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A122,"91287A122 M5 x 12 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00027,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00052,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,14 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A163,"91287A163 M5 x 14 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00052,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00246,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,15 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A552,"91287A552 M5 x 15 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00246,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,,Compliant,8 mm,,,,0.8 mm
0244FA00028,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,16 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A124,"91287A124 M5 x 16 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00028,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00068,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,18 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A182,"91287A182 M5 x 18 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00068,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00029,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,20 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A125,"91287A125 M5 x 20 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00029,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00030,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,25 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A126,"91287A126 M5 x 25 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00030,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA00031,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A127,"91287A127 M5 x 30 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00031,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01212,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,30 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A448,92800A448 M5 x 30 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01212,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00032,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,35 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A128,"91287A128 M5 x 35 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00032,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01213,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,35 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A449,92800A449 M5 x 35 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01213,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00142,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A329,"91287A329 M5 x 40 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00142,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01214,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,40 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A450,92800A450 M5 x 40 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01214,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00143,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A331,"91287A331 M5 x 45 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00143,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01215,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,45 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A451,92800A451 M5 x 45 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01215,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00144,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A333,"91287A333 M5 x 50 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00144,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01216,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,50 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A452,92800A452 M5 x 50 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01216,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00145,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,55 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A334,"91287A334 M5 x 55 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00145,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01217,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,55 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A453,92800A453 M5 x 55 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01217,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00146,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,60 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A335,"91287A335 M5 x 60 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00146,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01218,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,60 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A454,92800A454 M5 x 60 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01218,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA01219,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,65 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A455,92800A455 M5 x 65 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01219,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00147,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,70 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A337,"91287A337 M5 x 70 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00147,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,8 mm,,,,0.8 mm
0244FA01220,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,70 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A456,92800A456 M5 x 70 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01220,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA01221,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,75 mm,Partially Threaded,DIN 931,Metric,3.5 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A457,92800A457 M5 x 75 mm DIN 931 18-8 Stainless Steel Hex Head Screws,0244FA01221,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00256,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M5,80 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,3.5 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A711,"91287A711 M5 x 80 mm ISO 4014, DIN 931 18-8 Stainless Steel Hex Head Screws",0244FA00256,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,8 mm,16 mm,,,0.8 mm
0244FA00108,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,8 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A250,"91287A250 M6 x 8 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00108,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,,,,1 mm
0244FA00033,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,10 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A133,"91287A133 M6 x 10 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00033,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00034,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,12 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A134,"91287A134 M6 x 12 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00034,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00970,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,12 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,92800A181,"92800A181 M6 x 12 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00970,Metric,Hex,,Fine,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,,,,0.75 mm
0244FA00081,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,14 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A207,"91287A207 M6 x 14 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00081,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00247,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,15 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A553,"91287A553 M6 x 15 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00247,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,,Compliant,10 mm,,,,1 mm
0244FA00035,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,16 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A136,"91287A136 M6 x 16 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00035,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00971,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,16 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,92800A182,"92800A182 M6 x 16 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00971,Metric,Hex,,Fine,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,,,,0.75 mm
0244FA00082,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,18 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A209,"91287A209 M6 x 18 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00082,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00036,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,20 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A137,"91287A137 M6 x 20 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00036,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00972,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,20 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,92800A183,"92800A183 M6 x 20 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00972,Metric,Hex,,Fine,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,,,,0.75 mm
0244FA00083,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,22 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A211,"91287A211 M6 x 22 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00083,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00037,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,25 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A138,"91287A138 M6 x 25 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00037,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00973,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,25 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,92800A184,"92800A184 M6 x 25 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00973,Metric,Hex,,Fine,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,,,,0.75 mm
0244FA00038,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A139,"91287A139 M6 x 30 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00038,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,,10 mm,,,,1 mm
0244FA00974,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,4 mm,18-8 Stainless Steel,100000 psi,Not Rated,92800A185,"92800A185 M6 x 30 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00974,Metric,Hex,,Fine,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,,,,0.75 mm
0244FA00307,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M6,30 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,4 mm,18-8 Stainless Steel,80000 psi,Not Rated,91287A903,"91287A903 M6 x 30 mm ISO 4014, DIN 931 18-8 Stainless Steel Hex Head Screws",0244FA00307,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,10 mm,18 mm,,,1 mm
